time,shortwave_radiation,cloud_cover,wind_speed_10m,temperature_2m,output_mw,hour,day_of_year,month
2025-08-07 19:00:00,24.0,100,7.6,31.7,0.3629795075215472,19,219,8
2025-08-07 20:00:00,0.0,84,11.2,30.0,0.0,20,219,8
2025-08-07 21:00:00,0.0,99,8.8,28.8,0.0,21,219,8
2025-08-07 22:00:00,0.0,69,8.5,28.2,0.0,22,219,8
2025-08-07 23:00:00,0.0,100,8.5,27.9,0.0,23,219,8
2025-08-08 00:00:00,0.0,75,7.6,27.6,0.0,0,220,8
2025-08-08 01:00:00,0.0,91,8.3,27.3,0.0,1,220,8
2025-08-08 02:00:00,0.0,100,8.7,27.1,0.0,2,220,8
2025-08-08 03:00:00,0.0,90,8.4,26.7,0.0,3,220,8
2025-08-08 04:00:00,0.0,6,8.3,26.4,0.0,4,220,8
2025-08-08 05:00:00,0.0,2,8.3,26.0,0.0,5,220,8
2025-08-08 06:00:00,1.0,94,7.8,27.0,0.016522521915587687,6,220,8
2025-08-08 07:00:00,77.0,98,7.8,27.3,1.3523141340792544,7,220,8
2025-08-08 08:00:00,256.0,96,7.2,28.4,4.362884853078081,8,220,8
2025-08-08 09:00:00,463.0,99,7.2,29.7,7.349016843766729,9,220,8
2025-08-08 10:00:00,643.0,75,6.6,31.0,13.502251756668054,10,220,8
2025-08-08 11:00:00,789.0,100,7.6,32.2,12.111753204431432,11,220,8
2025-08-08 12:00:00,824.0,100,9.1,33.1,12.706206579739932,12,220,8
2025-08-08 13:00:00,851.0,100,9.6,33.8,13.786537338610149,13,220,8
2025-08-08 14:00:00,771.0,100,10.0,34.1,12.135829204954575,14,220,8
2025-08-08 15:00:00,600.0,91,9.6,34.0,10.063382010484696,15,220,8
2025-08-08 16:00:00,501.0,95,9.4,34.2,8.539247046215847,16,220,8
2025-08-08 17:00:00,313.0,99,9.3,33.8,4.704118534029702,17,220,8
2025-08-08 18:00:00,142.0,100,7.4,32.9,2.2455817683831767,18,220,8
2025-08-08 19:00:00,18.0,100,5.9,32.3,0.2624211686329947,19,220,8
2025-08-08 20:00:00,0.0,100,12.6,30.4,0.0,20,220,8
2025-08-08 21:00:00,0.0,100,8.5,29.2,0.0,21,220,8
2025-08-08 22:00:00,0.0,98,9.2,28.9,0.0,22,220,8
2025-08-08 23:00:00,0.0,100,9.5,28.6,0.0,23,220,8
2025-08-09 00:00:00,0.0,100,8.4,28.4,0.0,0,221,8
2025-08-09 01:00:00,0.0,97,8.4,28.1,0.0,1,221,8
2025-08-09 02:00:00,0.0,83,7.8,27.9,0.0,2,221,8
2025-08-09 03:00:00,0.0,29,7.7,27.4,0.0,3,221,8
2025-08-09 04:00:00,0.0,25,7.3,27.0,0.0,4,221,8
2025-08-09 05:00:00,0.0,36,8.8,26.7,0.0,5,221,8
2025-08-09 06:00:00,1.0,96,8.1,27.5,0.016455919773885594,6,221,8
2025-08-09 07:00:00,47.0,100,8.7,27.5,0.6789852785321115,7,221,8
2025-08-09 08:00:00,133.0,100,9.0,28.1,2.011387199671056,8,221,8
2025-08-09 09:00:00,245.0,100,7.3,29.0,3.2808046892315885,9,221,8
2025-08-09 10:00:00,252.0,100,5.4,29.4,3.8233884788349166,10,221,8
2025-08-09 11:00:00,565.0,95,5.0,31.0,9.091382891643294,11,221,8
2025-08-09 12:00:00,805.0,82,6.3,32.3,15.374157157069577,12,221,8
2025-08-09 13:00:00,795.0,87,7.8,32.9,13.07466397648768,13,221,8
2025-08-09 14:00:00,773.0,84,8.7,33.3,15.59210687151189,14,221,8
2025-08-09 15:00:00,699.0,89,8.9,33.7,12.773738442477438,15,221,8
2025-08-09 16:00:00,542.0,99,8.2,33.9,8.619281466453948,16,221,8
2025-08-09 17:00:00,305.0,77,6.4,33.7,5.691634804667431,17,221,8
2025-08-09 18:00:00,159.0,30,7.8,32.4,4.472313376249108,18,221,8
2025-08-09 19:00:00,22.0,40,8.5,31.6,0.5507330402557056,19,221,8
2025-08-09 20:00:00,0.0,70,8.0,31.0,0.0,20,221,8
2025-08-09 21:00:00,0.0,44,10.1,29.8,0.0,21,221,8
2025-08-09 22:00:00,0.0,71,9.4,28.7,0.0,22,221,8
2025-08-09 23:00:00,0.0,71,7.7,28.3,0.0,23,221,8
2025-08-10 00:00:00,0.0,28,6.9,28.0,0.0,0,222,8
2025-08-10 01:00:00,0.0,37,8.0,27.8,0.0,1,222,8
2025-08-10 02:00:00,0.0,46,7.4,27.4,0.0,2,222,8
2025-08-10 03:00:00,0.0,34,6.5,27.1,0.0,3,222,8
2025-08-10 04:00:00,0.0,34,7.8,27.0,0.0,4,222,8
2025-08-10 05:00:00,0.0,79,7.8,26.6,0.0,5,222,8
2025-08-10 06:00:00,1.0,84,9.0,26.8,0.019566145281187306,6,222,8
2025-08-10 07:00:00,55.0,72,7.4,27.1,1.1975194763185115,7,222,8
2025-08-10 08:00:00,179.0,56,8.3,27.8,4.153199473772695,8,222,8
2025-08-10 09:00:00,374.0,49,8.2,29.2,9.502496105135577,9,222,8
2025-08-10 10:00:00,598.0,28,7.3,30.7,15.914601108943579,10,222,8
2025-08-10 11:00:00,741.0,32,7.9,31.8,19.477147993097244,11,222,8
2025-08-10 12:00:00,764.0,41,8.0,32.6,21.126967176122665,12,222,8
2025-08-10 13:00:00,829.0,49,9.0,33.3,19.567989166085052,13,222,8
2025-08-10 14:00:00,801.0,57,8.9,33.7,16.805336298128484,14,222,8
2025-08-10 15:00:00,613.0,55,8.6,33.8,14.898272033017758,15,222,8
2025-08-10 16:00:00,509.0,50,9.0,33.8,14.24665280853908,16,222,8
2025-08-10 17:00:00,322.0,75,8.9,33.8,6.150856575131354,17,222,8
2025-08-10 18:00:00,158.0,79,5.7,33.3,2.998767469096255,18,222,8
2025-08-10 19:00:00,21.0,99,10.5,32.5,0.3200277147066394,19,222,8
2025-08-10 20:00:00,0.0,99,11.9,30.0,0.0,20,222,8
2025-08-10 21:00:00,0.0,64,10.7,29.3,0.0,21,222,8
2025-08-10 22:00:00,0.0,42,9.6,28.8,0.0,22,222,8
2025-08-10 23:00:00,0.0,76,9.1,28.6,0.0,23,222,8
2025-08-11 00:00:00,0.0,20,8.6,28.2,0.0,0,223,8
2025-08-11 01:00:00,0.0,91,8.4,27.9,0.0,1,223,8
2025-08-11 02:00:00,0.0,96,7.6,27.5,0.0,2,223,8
2025-08-11 03:00:00,0.0,100,8.1,27.2,0.0,3,223,8
2025-08-11 04:00:00,0.0,100,8.7,26.8,0.0,4,223,8
2025-08-11 05:00:00,0.0,100,8.5,26.6,0.0,5,223,8
2025-08-11 06:00:00,1.0,99,4.6,26.0,0.01604266562061262,6,223,8
2025-08-11 07:00:00,71.0,95,4.6,27.0,1.2123069915431632,7,223,8
2025-08-11 08:00:00,242.0,100,8.4,28.5,3.461229316663369,8,223,8
2025-08-11 09:00:00,402.0,100,7.7,29.7,6.010995865869519,9,223,8
2025-08-11 10:00:00,573.0,99,7.8,30.9,8.78758644853476,10,223,8
2025-08-11 11:00:00,724.0,98,8.1,32.1,10.566735425385176,11,223,8
2025-08-11 12:00:00,789.0,100,9.5,33.0,12.292583966996528,12,223,8
2025-08-11 13:00:00,891.0,100,10.5,33.8,14.094695382809691,13,223,8
2025-08-11 14:00:00,803.0,100,11.2,34.2,10.744757964019781,14,223,8
2025-08-11 15:00:00,654.0,100,11.0,34.4,9.435276338171601,15,223,8
2025-08-11 16:00:00,443.0,100,10.8,34.2,7.168940592966778,16,223,8
2025-08-11 17:00:00,342.0,100,10.4,34.1,5.625552398546219,17,223,8
2025-08-11 18:00:00,130.0,100,9.7,33.3,1.8129538411829436,18,223,8
2025-08-11 19:00:00,18.0,100,11.6,31.0,0.2978719967353942,19,223,8
2025-08-11 20:00:00,0.0,100,9.0,29.7,0.0,20,223,8
2025-08-11 21:00:00,0.0,100,9.0,29.5,0.0,21,223,8
2025-08-11 22:00:00,0.0,94,9.7,29.1,0.0,22,223,8
2025-08-11 23:00:00,0.0,97,9.4,28.8,0.0,23,223,8
2025-08-12 00:00:00,0.0,100,8.8,28.5,0.0,0,224,8
2025-08-12 01:00:00,0.0,100,7.3,28.4,0.0,1,224,8
2025-08-12 02:00:00,0.0,100,8.9,28.2,0.0,2,224,8
2025-08-12 03:00:00,0.0,100,10.1,27.8,0.0,3,224,8
2025-08-12 04:00:00,0.0,100,9.1,27.4,0.0,4,224,8
2025-08-12 05:00:00,0.0,100,8.3,27.1,0.0,5,224,8
2025-08-12 06:00:00,1.0,88,7.8,27.4,0.019496881644980552,6,224,8
2025-08-12 07:00:00,73.0,100,8.0,27.7,1.177072955578436,7,224,8
2025-08-12 08:00:00,258.0,97,8.8,28.7,4.00386613429279,8,224,8
2025-08-12 09:00:00,474.0,100,10.0,30.1,7.819614466319849,9,224,8
2025-08-12 10:00:00,639.0,100,10.7,31.4,10.434295598054739,10,224,8
2025-08-12 11:00:00,706.0,94,10.8,32.4,10.425418307621653,11,224,8
2025-08-12 12:00:00,813.0,87,10.4,33.4,15.945464418133547,12,224,8
2025-08-12 13:00:00,613.0,99,10.4,33.5,10.282459924294363,13,224,8
2025-08-12 14:00:00,719.0,89,11.0,33.9,12.814287019569353,14,224,8
2025-08-12 15:00:00,665.0,50,10.9,34.1,14.907100883635053,15,224,8
2025-08-12 16:00:00,471.0,100,11.0,33.9,7.077640064918757,16,224,8
2025-08-12 17:00:00,297.0,98,11.4,33.4,4.905447872912869,17,224,8
2025-08-12 18:00:00,121.0,100,12.2,32.8,1.8618694328864944,18,224,8
2025-08-12 19:00:00,14.0,100,12.4,30.3,0.21533017478464314,19,224,8
2025-08-12 20:00:00,0.0,100,10.2,29.4,0.0,20,224,8
2025-08-12 21:00:00,0.0,100,10.4,29.2,0.0,21,224,8
2025-08-12 22:00:00,0.0,100,10.4,29.0,0.0,22,224,8
2025-08-12 23:00:00,0.0,100,8.7,28.7,0.0,23,224,8
2025-08-13 00:00:00,0.0,100,9.2,28.2,0.0,0,225,8
2025-08-13 01:00:00,0.0,100,8.8,27.4,0.0,1,225,8
2025-08-13 02:00:00,0.0,100,8.8,26.9,0.0,2,225,8
2025-08-13 03:00:00,0.0,100,7.2,26.8,0.0,3,225,8
2025-08-13 04:00:00,0.0,100,8.1,26.8,0.0,4,225,8
2025-08-13 05:00:00,0.0,100,8.9,26.8,0.0,5,225,8
2025-08-13 06:00:00,1.0,100,5.2,27.7,0.014614334143011583,6,225,8
2025-08-13 07:00:00,52.0,100,5.3,28.1,0.7523070321288884,7,225,8
2025-08-13 08:00:00,237.0,57,8.2,29.0,5.854799448664794,8,225,8
2025-08-13 09:00:00,454.0,89,6.8,30.1,8.652856151772719,9,225,8
2025-08-13 10:00:00,629.0,100,6.5,31.2,10.469057371761224,10,225,8
2025-08-13 11:00:00,670.0,100,7.2,32.1,9.798304089316611,11,225,8
2025-08-13 12:00:00,746.0,100,8.3,32.7,11.228207890457458,12,225,8
2025-08-13 13:00:00,714.0,100,8.9,32.8,10.04385295408495,13,225,8
2025-08-13 14:00:00,648.0,100,8.4,33.1,11.000431100352557,14,225,8
2025-08-13 15:00:00,467.0,100,8.5,33.1,6.862477318059863,15,225,8
2025-08-13 16:00:00,309.0,100,8.2,32.4,4.32121475103228,16,225,8
2025-08-13 17:00:00,214.0,100,8.4,32.1,3.2072998571956743,17,225,8
2025-08-13 18:00:00,77.0,100,8.8,31.1,1.1988002369987816,18,225,8
2025-08-13 19:00:00,18.0,100,8.4,30.5,0.29874768164693993,19,225,8
2025-08-13 20:00:00,0.0,100,9.2,29.8,0.0,20,225,8
2025-08-13 21:00:00,0.0,100,8.5,28.9,0.0,21,225,8
2025-08-13 22:00:00,0.0,98,8.9,28.3,0.0,22,225,8
2025-08-13 23:00:00,0.0,100,8.9,27.9,0.0,23,225,8
2025-08-14 00:00:00,0.0,100,8.3,27.7,0.0,0,226,8
2025-08-14 01:00:00,0.0,100,6.7,27.5,0.0,1,226,8
2025-08-14 02:00:00,0.0,100,6.6,27.1,0.0,2,226,8
2025-08-14 03:00:00,0.0,100,5.8,26.9,0.0,3,226,8
2025-08-14 04:00:00,0.0,100,6.0,26.8,0.0,4,226,8
2025-08-14 05:00:00,0.0,100,6.2,26.7,0.0,5,226,8
2025-08-14 06:00:00,1.0,100,4.5,27.1,0.016350534134735174,6,226,8
2025-08-14 07:00:00,40.0,100,6.2,27.4,0.5642413314614386,7,226,8
2025-08-14 08:00:00,166.0,100,5.9,28.1,2.8491611071994143,8,226,8
2025-08-14 09:00:00,156.0,100,4.4,28.3,2.5106974597701956,9,226,8
2025-08-14 10:00:00,436.0,100,4.8,29.8,5.651106827876505,10,226,8
2025-08-14 11:00:00,746.0,100,3.9,31.6,11.91771202184902,11,226,8
2025-08-14 12:00:00,856.0,100,5.6,32.5,12.105138785206616,12,226,8
2025-08-14 13:00:00,588.0,100,6.0,31.7,9.336948829956029,13,226,8
2025-08-14 14:00:00,452.0,100,2.9,31.6,7.619034251914001,14,226,8
2025-08-14 15:00:00,546.0,99,3.1,32.1,7.916847903655546,15,226,8
2025-08-14 16:00:00,501.0,100,3.1,32.6,8.397164737588406,16,226,8
2025-08-14 17:00:00,324.0,99,5.0,32.0,5.161635052249806,17,226,8
2025-08-14 18:00:00,131.0,100,6.1,32.1,1.8906938891907459,18,226,8
2025-08-14 19:00:00,17.0,100,7.8,31.0,0.24741720712651027,19,226,8
2025-08-14 20:00:00,0.0,100,8.0,29.5,0.0,20,226,8
2025-08-14 21:00:00,0.0,100,6.3,29.0,0.0,21,226,8
2025-08-14 22:00:00,0.0,98,7.2,28.6,0.0,22,226,8
2025-08-14 23:00:00,0.0,65,7.0,28.2,0.0,23,226,8
2025-08-15 00:00:00,0.0,85,7.3,27.9,0.0,0,227,8
2025-08-15 01:00:00,0.0,99,6.0,27.6,0.0,1,227,8
2025-08-15 02:00:00,0.0,97,3.6,27.4,0.0,2,227,8
2025-08-15 03:00:00,0.0,100,4.0,27.1,0.0,3,227,8
2025-08-15 04:00:00,0.0,100,4.9,26.9,0.0,4,227,8
2025-08-15 05:00:00,0.0,100,6.3,26.9,0.0,5,227,8
2025-08-15 06:00:00,1.0,81,2.6,28.1,0.01890954394843856,6,227,8
2025-08-15 07:00:00,55.0,96,1.5,28.1,1.0046337669458703,7,227,8
2025-08-15 08:00:00,148.0,88,0.8,28.6,2.8143377488425094,8,227,8
2025-08-15 09:00:00,388.0,85,0.7,30.1,7.115659819018553,9,227,8
2025-08-15 10:00:00,583.0,98,1.4,31.8,9.406791672721532,10,227,8
2025-08-15 11:00:00,700.0,97,5.5,33.0,11.623974578731902,11,227,8
2025-08-15 12:00:00,551.0,95,8.0,29.8,8.870736233382878,12,227,8
2025-08-15 13:00:00,548.0,60,4.6,30.4,11.926620664195095,13,227,8
2025-08-15 14:00:00,545.0,70,3.2,30.9,9.120463414344115,14,227,8
2025-08-15 15:00:00,553.0,74,1.5,31.3,10.361567077817956,15,227,8
2025-08-15 16:00:00,475.0,75,5.0,28.9,9.541413016772454,16,227,8
2025-08-15 17:00:00,184.0,65,1.5,28.9,4.223520929475653,17,227,8
2025-08-15 18:00:00,105.0,87,3.7,29.1,1.9269538876028895,18,227,8
2025-08-15 19:00:00,12.0,91,3.6,28.6,0.20025798446817727,19,227,8
2025-08-15 20:00:00,0.0,96,8.5,28.0,0.0,20,227,8
2025-08-15 21:00:00,0.0,100,9.9,26.1,0.0,21,227,8
2025-08-15 22:00:00,0.0,99,4.5,26.3,0.0,22,227,8
2025-08-15 23:00:00,0.0,100,6.5,26.2,0.0,23,227,8
2025-08-16 00:00:00,0.0,100,5.1,26.2,0.0,0,228,8
2025-08-16 01:00:00,0.0,100,3.8,26.1,0.0,1,228,8
2025-08-16 02:00:00,0.0,100,3.8,26.0,0.0,2,228,8
2025-08-16 03:00:00,0.0,100,3.9,25.8,0.0,3,228,8
2025-08-16 04:00:00,0.0,70,3.5,25.7,0.0,4,228,8
2025-08-16 05:00:00,0.0,81,2.0,25.6,0.0,5,228,8
2025-08-16 06:00:00,0.0,77,3.2,26.4,0.0,6,228,8
2025-08-16 07:00:00,57.0,96,2.4,27.1,0.9655905260059389,7,228,8
2025-08-16 08:00:00,220.0,40,3.0,28.0,5.795419042483774,8,228,8
2025-08-16 09:00:00,425.0,71,3.9,29.2,8.821706766405269,9,228,8
2025-08-16 10:00:00,493.0,93,3.2,30.0,8.650750331894045,10,228,8
2025-08-16 11:00:00,502.0,96,2.7,30.5,8.460076469792408,11,228,8
2025-08-16 12:00:00,670.0,100,3.6,31.7,11.404315903757409,12,228,8
2025-08-16 13:00:00,373.0,100,7.9,29.8,5.696818846631443,13,228,8
2025-08-16 14:00:00,456.0,95,3.1,28.2,7.5449227233627525,14,228,8
2025-08-16 15:00:00,401.0,96,6.7,28.1,6.514877786076601,15,228,8
2025-08-16 16:00:00,187.0,100,8.1,27.5,2.9520087588182,16,228,8
2025-08-16 17:00:00,133.0,100,5.0,27.2,1.8965910415318565,17,228,8
2025-08-16 18:00:00,130.0,97,6.3,28.8,2.124205099835259,18,228,8
2025-08-16 19:00:00,17.0,100,3.6,28.3,0.2731742591824148,19,228,8
2025-08-16 20:00:00,0.0,100,5.6,27.9,0.0,20,228,8
2025-08-16 21:00:00,0.0,100,3.9,27.7,0.0,21,228,8
2025-08-16 22:00:00,0.0,100,4.4,27.4,0.0,22,228,8
2025-08-16 23:00:00,0.0,100,4.0,27.0,0.0,23,228,8
2025-08-17 00:00:00,0.0,100,3.4,26.7,0.0,0,229,8
2025-08-17 01:00:00,0.0,100,3.6,26.5,0.0,1,229,8
2025-08-17 02:00:00,0.0,100,4.4,26.2,0.0,2,229,8
2025-08-17 03:00:00,0.0,100,3.1,26.0,0.0,3,229,8
2025-08-17 04:00:00,0.0,100,2.3,26.0,0.0,4,229,8
2025-08-17 05:00:00,0.0,100,2.4,25.8,0.0,5,229,8
2025-08-17 06:00:00,1.0,100,0.9,26.3,0.0164584978988216,6,229,8
2025-08-17 07:00:00,45.0,100,2.1,26.7,0.6646985913770833,7,229,8
2025-08-17 08:00:00,190.0,97,4.2,27.8,2.937426667290507,8,229,8
2025-08-17 09:00:00,408.0,100,4.4,29.1,6.089506967423759,9,229,8
2025-08-17 10:00:00,529.0,100,5.2,30.2,7.508722124270957,10,229,8
2025-08-17 11:00:00,509.0,100,5.0,31.2,8.309696822883046,11,229,8
2025-08-17 12:00:00,397.0,100,4.6,31.5,5.955969664108136,12,229,8
2025-08-17 13:00:00,436.0,100,4.4,31.6,7.101435416245794,13,229,8
2025-08-17 14:00:00,444.0,100,2.6,31.7,6.160683300655123,14,229,8
2025-08-17 15:00:00,450.0,84,1.7,32.5,8.309408401214423,15,229,8
2025-08-17 16:00:00,179.0,99,11.4,27.2,2.775032542780523,16,229,8
2025-08-17 17:00:00,188.0,100,5.1,27.6,3.2331250007361265,17,229,8
2025-08-17 18:00:00,104.0,100,4.1,28.4,1.715179404926877,18,229,8
2025-08-17 19:00:00,11.0,100,0.5,28.1,0.16535268560256117,19,229,8
2025-08-17 20:00:00,0.0,100,2.4,28.0,0.0,20,229,8
2025-08-17 21:00:00,0.0,95,7.6,28.0,0.0,21,229,8
2025-08-17 22:00:00,0.0,100,5.3,27.5,0.0,22,229,8
2025-08-17 23:00:00,0.0,100,5.6,27.2,0.0,23,229,8
2025-08-18 00:00:00,0.0,96,5.4,26.8,0.0,0,230,8
2025-08-18 01:00:00,0.0,63,5.9,26.5,0.0,1,230,8
2025-08-18 02:00:00,0.0,70,7.3,26.2,0.0,2,230,8
2025-08-18 03:00:00,0.0,95,7.7,25.9,0.0,3,230,8
2025-08-18 04:00:00,0.0,100,6.8,25.7,0.0,4,230,8
2025-08-18 05:00:00,0.0,99,4.0,25.5,0.0,5,230,8
2025-08-18 06:00:00,1.0,100,4.9,26.3,0.015080951805372285,6,230,8
2025-08-18 07:00:00,64.0,100,8.1,26.9,1.0593006565883774,7,230,8
2025-08-18 08:00:00,205.0,99,8.5,27.8,3.2788136908595895,8,230,8
2025-08-18 09:00:00,427.0,100,6.6,29.3,7.008308441204223,9,230,8
2025-08-18 10:00:00,537.0,100,7.0,30.3,8.619984869990514,10,230,8
2025-08-18 11:00:00,647.0,100,8.3,31.1,10.080205675417123,11,230,8
2025-08-18 12:00:00,775.0,38,8.2,31.9,21.044579757453757,12,230,8
2025-08-18 13:00:00,839.0,83,6.4,32.3,15.25625246337076,13,230,8
2025-08-18 14:00:00,786.0,99,5.8,32.3,12.230047846997017,14,230,8
2025-08-18 15:00:00,659.0,100,5.3,32.6,11.046572426146625,15,230,8
2025-08-18 16:00:00,376.0,100,7.2,30.7,5.554353541102444,16,230,8
2025-08-18 17:00:00,152.0,100,7.9,28.3,2.4552596240981557,17,230,8
2025-08-18 18:00:00,99.0,100,9.7,30.1,1.5786951082707594,18,230,8
2025-08-18 19:00:00,15.0,100,8.3,28.7,0.23639801789981246,19,230,8
2025-08-18 20:00:00,0.0,100,6.4,28.1,0.0,20,230,8
2025-08-18 21:00:00,0.0,100,5.9,27.9,0.0,21,230,8
2025-08-18 22:00:00,0.0,100,6.9,27.5,0.0,22,230,8
2025-08-18 23:00:00,0.0,97,6.9,27.1,0.0,23,230,8
2025-08-19 00:00:00,0.0,92,8.1,26.6,0.0,0,231,8
2025-08-19 01:00:00,0.0,66,7.7,26.1,0.0,1,231,8
2025-08-19 02:00:00,0.0,98,6.7,25.8,0.0,2,231,8
2025-08-19 03:00:00,0.0,98,6.6,25.5,0.0,3,231,8
2025-08-19 04:00:00,0.0,100,6.2,25.5,0.0,4,231,8
2025-08-19 05:00:00,0.0,100,5.2,25.6,0.0,5,231,8
2025-08-19 06:00:00,1.0,100,5.1,26.4,0.014612259726731738,6,231,8
2025-08-19 07:00:00,53.0,100,5.6,26.7,0.8312833997666361,7,231,8
2025-08-19 08:00:00,173.0,99,5.8,27.5,2.427507802219676,8,231,8
2025-08-19 09:00:00,286.0,99,7.9,28.5,4.691600138821881,9,231,8
2025-08-19 10:00:00,566.0,99,8.2,30.3,8.622198260813988,10,231,8
2025-08-19 11:00:00,527.0,74,9.1,31.1,11.34383478081837,11,231,8
2025-08-19 12:00:00,802.0,79,8.5,32.2,15.423695276104146,12,231,8
2025-08-19 13:00:00,860.0,81,8.1,32.7,16.900704884424833,13,231,8
2025-08-19 14:00:00,768.0,43,6.3,33.1,19.41147325538522,14,231,8
2025-08-19 15:00:00,687.0,25,6.1,32.9,20.342347691571625,15,231,8
2025-08-19 16:00:00,519.0,85,5.7,32.8,8.84139368338565,16,231,8
2025-08-19 17:00:00,354.0,82,9.0,31.3,6.64602477957134,17,231,8
2025-08-19 18:00:00,121.0,76,5.1,30.2,2.417360673656727,18,231,8
2025-08-19 19:00:00,14.0,81,5.0,29.8,0.2826671437982538,19,231,8
2025-08-19 20:00:00,0.0,97,3.2,29.5,0.0,20,231,8
2025-08-19 21:00:00,0.0,99,5.1,29.1,0.0,21,231,8
2025-08-19 22:00:00,0.0,65,7.4,28.3,0.0,22,231,8
2025-08-19 23:00:00,0.0,74,5.8,27.8,0.0,23,231,8
2025-08-20 00:00:00,0.0,98,4.7,27.4,0.0,0,232,8
2025-08-20 01:00:00,0.0,100,6.0,27.1,0.0,1,232,8
2025-08-20 02:00:00,0.0,100,4.7,26.8,0.0,2,232,8
2025-08-20 03:00:00,0.0,100,6.0,26.6,0.0,3,232,8
2025-08-20 04:00:00,0.0,100,7.7,26.4,0.0,4,232,8
2025-08-20 05:00:00,0.0,98,5.3,26.2,0.0,5,232,8
2025-08-20 06:00:00,0.0,100,5.6,26.6,0.0,6,232,8
2025-08-20 07:00:00,65.0,99,5.1,27.2,1.0971553391326487,7,232,8
2025-08-20 08:00:00,203.0,96,5.3,28.0,3.351198684657679,8,232,8
2025-08-20 09:00:00,375.0,100,9.4,29.4,5.893025901566393,9,232,8
2025-08-20 10:00:00,489.0,100,9.9,30.1,7.042121931530071,10,232,8
2025-08-20 11:00:00,463.0,100,9.3,30.5,6.9929281720444045,11,232,8
2025-08-20 12:00:00,510.0,99,9.6,28.6,8.165109232105964,12,232,8
2025-08-20 13:00:00,475.0,95,5.0,30.1,7.8844072576467505,13,232,8
2025-08-20 14:00:00,442.0,100,6.7,29.8,7.300500940999456,14,232,8
2025-08-20 15:00:00,385.0,100,8.1,30.2,5.680024004768651,15,232,8
