time,shortwave_radiation,cloud_cover,wind_speed_10m,temperature_2m,output_mw,hour,day_of_year,month
2025-08-11 15:00:00,564.0,100,26.7,32.8,0.0,15,223,8
2025-08-11 16:00:00,377.0,100,26.2,32.1,0.0,16,223,8
2025-08-11 17:00:00,366.0,100,25.6,31.4,0.0,17,223,8
2025-08-11 18:00:00,176.0,100,22.4,30.7,50.0,18,223,8
2025-08-11 19:00:00,39.0,98,20.5,29.2,47.250801819694466,19,223,8
2025-08-11 20:00:00,0.0,100,19.6,28.3,49.0725440185662,20,223,8
2025-08-11 21:00:00,0.0,100,18.6,27.7,46.82277534209576,21,223,8
2025-08-11 22:00:00,0.0,100,16.6,27.2,48.04325651819026,22,223,8
2025-08-11 23:00:00,0.0,100,13.9,26.9,50.0,23,223,8
2025-08-12 00:00:00,0.0,92,15.0,26.8,50.0,0,224,8
2025-08-12 01:00:00,0.0,100,16.6,26.6,50.0,1,224,8
2025-08-12 02:00:00,0.0,100,16.2,26.3,50.0,2,224,8
2025-08-12 03:00:00,0.0,100,16.3,26.3,50.0,3,224,8
2025-08-12 04:00:00,0.0,100,16.6,26.2,50.0,4,224,8
2025-08-12 05:00:00,0.0,99,16.6,26.1,50.0,5,224,8
2025-08-12 06:00:00,0.0,99,17.6,26.6,46.76943431133068,6,224,8
2025-08-12 07:00:00,49.0,93,16.8,27.0,50.0,7,224,8
2025-08-12 08:00:00,176.0,62,20.7,28.3,46.21733194721434,8,224,8
2025-08-12 09:00:00,362.0,62,22.6,29.8,50.0,9,224,8
2025-08-12 10:00:00,528.0,82,23.5,31.2,50.0,10,224,8
2025-08-12 11:00:00,671.0,99,24.3,32.4,46.038587445009895,11,224,8
2025-08-12 12:00:00,690.0,100,25.3,32.7,0.0,12,224,8
2025-08-12 13:00:00,463.0,59,24.8,32.5,47.50689187379866,13,224,8
2025-08-12 14:00:00,649.0,100,26.7,32.7,0.0,14,224,8
2025-08-12 15:00:00,536.0,93,27.1,32.5,0.0,15,224,8
2025-08-12 16:00:00,452.0,86,26.3,31.9,0.0,16,224,8
2025-08-12 17:00:00,309.0,66,26.2,31.2,0.0,17,224,8
2025-08-12 18:00:00,178.0,99,24.3,30.3,49.24604752725,18,224,8
2025-08-12 19:00:00,33.0,39,21.5,29.0,44.350277726672616,19,224,8
2025-08-12 20:00:00,0.0,96,20.3,28.2,50.0,20,224,8
2025-08-12 21:00:00,0.0,100,18.4,27.7,49.38979764143314,21,224,8
2025-08-12 22:00:00,0.0,100,17.5,27.1,44.39588208485447,22,224,8
2025-08-12 23:00:00,0.0,100,15.1,26.8,50.0,23,224,8
2025-08-13 00:00:00,0.0,100,15.4,26.7,50.0,0,225,8
2025-08-13 01:00:00,0.0,100,15.8,26.5,45.906309001925614,1,225,8
2025-08-13 02:00:00,0.0,100,15.8,26.4,50.0,2,225,8
2025-08-13 03:00:00,0.0,100,15.0,26.3,50.0,3,225,8
2025-08-13 04:00:00,0.0,100,15.5,26.2,48.32503641015169,4,225,8
2025-08-13 05:00:00,0.0,100,14.6,26.1,49.25307178666815,5,225,8
2025-08-13 06:00:00,0.0,96,14.4,26.7,50.0,6,225,8
2025-08-13 07:00:00,46.0,64,13.6,27.3,50.0,7,225,8
2025-08-13 08:00:00,198.0,95,15.9,28.4,50.0,8,225,8
2025-08-13 09:00:00,395.0,99,16.6,29.9,47.94950388316062,9,225,8
2025-08-13 10:00:00,587.0,98,17.1,31.2,50.0,10,225,8
2025-08-13 11:00:00,585.0,96,16.3,32.1,44.05950943560981,11,225,8
2025-08-13 12:00:00,583.0,100,16.3,32.9,50.0,12,225,8
2025-08-13 13:00:00,639.0,100,18.5,33.3,50.0,13,225,8
2025-08-13 14:00:00,493.0,100,19.2,33.0,50.0,14,225,8
2025-08-13 15:00:00,454.0,100,18.1,32.9,50.0,15,225,8
2025-08-13 16:00:00,358.0,100,19.4,32.5,49.593003174694815,16,225,8
2025-08-13 17:00:00,177.0,100,21.2,31.2,50.0,17,225,8
2025-08-13 18:00:00,119.0,100,17.7,30.7,50.0,18,225,8
2025-08-13 19:00:00,27.0,100,16.5,29.4,42.873690532793624,19,225,8
2025-08-13 20:00:00,0.0,100,14.8,28.7,50.0,20,225,8
2025-08-13 21:00:00,0.0,100,12.5,28.2,49.88624558515129,21,225,8
2025-08-13 22:00:00,0.0,100,11.2,27.9,34.16862038083316,22,225,8
2025-08-13 23:00:00,0.0,100,11.3,27.5,35.892335235347055,23,225,8
2025-08-14 00:00:00,0.0,100,10.7,27.2,27.76421929386593,0,226,8
2025-08-14 01:00:00,0.0,100,9.0,27.0,15.745694509167924,1,226,8
2025-08-14 02:00:00,0.0,100,7.7,26.9,6.0915493088957,2,226,8
2025-08-14 03:00:00,0.0,100,7.5,26.8,5.4088424378427,3,226,8
2025-08-14 04:00:00,0.0,97,6.5,26.6,2.7004773187619167,4,226,8
2025-08-14 05:00:00,0.0,100,6.0,26.5,1.8338223412805956,5,226,8
2025-08-14 06:00:00,0.0,100,5.7,27.1,1.3585023745462745,6,226,8
2025-08-14 07:00:00,39.0,100,6.4,27.6,2.8201066322904156,7,226,8
2025-08-14 08:00:00,154.0,100,7.4,28.5,6.438938558348689,8,226,8
2025-08-14 09:00:00,241.0,100,8.5,29.3,12.170636284782184,9,226,8
2025-08-14 10:00:00,162.0,100,9.6,29.4,18.197198938836635,10,226,8
2025-08-14 11:00:00,201.0,100,10.7,29.8,31.012814861759058,11,226,8
2025-08-14 12:00:00,615.0,97,10.3,31.8,26.791591657781115,12,226,8
2025-08-14 13:00:00,709.0,100,9.4,32.9,20.069535622771767,13,226,8
2025-08-14 14:00:00,771.0,100,10.5,33.9,26.895120932575114,14,226,8
2025-08-14 15:00:00,656.0,100,13.0,34.1,44.20190279262725,15,226,8
2025-08-14 16:00:00,476.0,100,13.8,33.4,50.0,16,226,8
2025-08-14 17:00:00,260.0,100,14.5,31.6,44.317341042858764,17,226,8
2025-08-14 18:00:00,150.0,100,11.8,31.9,48.73670430240034,18,226,8
2025-08-14 19:00:00,29.0,100,9.9,31.0,22.639819048546784,19,226,8
2025-08-14 20:00:00,0.0,100,11.8,30.0,48.40195928537418,20,226,8
2025-08-14 21:00:00,0.0,98,11.4,29.0,42.337749473998635,21,226,8
2025-08-14 22:00:00,0.0,100,11.3,28.3,32.31825603768377,22,226,8
2025-08-14 23:00:00,0.0,100,8.4,27.7,11.461222168481292,23,226,8
2025-08-15 00:00:00,0.0,100,8.8,27.3,12.627353911298782,0,227,8
2025-08-15 01:00:00,0.0,97,7.7,27.0,6.5569210726385485,1,227,8
2025-08-15 02:00:00,0.0,100,6.9,26.7,3.8430742753864995,2,227,8
2025-08-15 03:00:00,0.0,71,7.0,26.7,4.49564509570993,3,227,8
2025-08-15 04:00:00,0.0,53,5.1,26.5,0.5745966349799047,4,227,8
2025-08-15 05:00:00,0.0,57,4.8,26.3,0.3860112401174645,5,227,8
2025-08-15 06:00:00,0.0,97,4.9,27.0,0.44763791090385724,6,227,8
2025-08-15 07:00:00,45.0,88,3.1,27.5,6.917213794189839e-05,7,227,8
2025-08-15 08:00:00,202.0,40,4.4,28.7,0.17955926668008773,8,227,8
2025-08-15 09:00:00,411.0,78,3.5,30.2,0.008911906281718843,9,227,8
2025-08-15 10:00:00,552.0,86,2.2,31.5,0.0,10,227,8
2025-08-15 11:00:00,611.0,59,4.1,32.5,0.10418062378050638,11,227,8
2025-08-15 12:00:00,789.0,33,5.8,33.9,1.5155098358765662,12,227,8
2025-08-15 13:00:00,853.0,44,7.2,34.8,4.949281535947257,13,227,8
2025-08-15 14:00:00,752.0,63,5.4,34.7,0.9565405693304943,14,227,8
2025-08-15 15:00:00,637.0,100,10.9,34.7,31.579730070730843,15,227,8
2025-08-15 16:00:00,315.0,100,17.4,28.0,50.0,16,227,8
2025-08-15 17:00:00,127.0,100,6.7,28.7,2.9627261795730018,17,227,8
2025-08-15 18:00:00,123.0,100,6.8,28.9,3.132513979929121,18,227,8
2025-08-15 19:00:00,19.0,93,1.7,28.6,0.0,19,227,8
2025-08-15 20:00:00,0.0,77,0.8,28.5,0.0,20,227,8
2025-08-15 21:00:00,0.0,69,2.2,28.4,0.0,21,227,8
2025-08-15 22:00:00,0.0,79,7.4,28.5,5.303645625015968,22,227,8
2025-08-15 23:00:00,0.0,97,9.3,28.1,18.87131521513362,23,227,8
2025-08-16 00:00:00,0.0,95,9.3,27.6,14.976932417581468,0,228,8
2025-08-16 01:00:00,0.0,99,8.2,27.3,8.810119409057803,1,228,8
2025-08-16 02:00:00,0.0,98,8.4,27.0,10.979056517354888,2,228,8
2025-08-16 03:00:00,0.0,100,8.4,26.9,13.899549143320465,3,228,8
2025-08-16 04:00:00,0.0,100,7.6,26.8,6.637084901569513,4,228,8
2025-08-16 05:00:00,0.0,100,7.3,26.7,5.682173538794748,5,228,8
2025-08-16 06:00:00,0.0,100,9.0,27.7,14.987186795415008,6,228,8
2025-08-16 07:00:00,37.0,55,9.8,28.0,22.805718363044768,7,228,8
2025-08-16 08:00:00,185.0,98,10.4,28.9,27.86237523719024,8,228,8
2025-08-16 09:00:00,309.0,86,8.4,29.9,12.889922752529126,9,228,8
2025-08-16 10:00:00,426.0,64,7.1,30.9,5.096700208988877,10,228,8
2025-08-16 11:00:00,623.0,54,5.2,31.4,0.8360323599037659,11,228,8
2025-08-16 12:00:00,795.0,38,4.5,32.5,0.23402283953870237,12,228,8
2025-08-16 13:00:00,797.0,100,5.5,33.1,0.9645562133676672,13,228,8
2025-08-16 14:00:00,583.0,100,6.7,33.0,3.394121724325309,14,228,8
2025-08-16 15:00:00,368.0,100,14.6,29.2,50.0,15,228,8
2025-08-16 16:00:00,237.0,100,8.6,28.6,14.754514186575127,16,228,8
2025-08-16 17:00:00,76.0,100,5.5,27.7,1.1576779760164928,17,228,8
2025-08-16 18:00:00,88.0,100,5.2,29.3,0.7433166025017569,18,228,8
2025-08-16 19:00:00,16.0,100,6.3,29.1,2.3212482578412494,19,228,8
2025-08-16 20:00:00,0.0,100,6.7,28.9,3.4248462515059606,20,228,8
2025-08-16 21:00:00,0.0,100,10.7,28.6,29.310427384882217,21,228,8
2025-08-16 22:00:00,0.0,100,12.7,28.0,50.0,22,228,8
2025-08-16 23:00:00,0.0,100,12.7,27.6,46.80845782216089,23,228,8
2025-08-17 00:00:00,0.0,100,11.8,27.2,45.230544608035636,0,229,8
2025-08-17 01:00:00,0.0,100,11.4,27.0,37.127543156337715,1,229,8
2025-08-17 02:00:00,0.0,99,9.7,26.8,22.62309687552771,2,229,8
2025-08-17 03:00:00,0.0,57,9.2,26.7,17.517723451360176,3,229,8
2025-08-17 04:00:00,0.0,100,9.0,26.6,16.208700115639743,4,229,8
2025-08-17 05:00:00,0.0,100,9.5,26.5,19.233764894181025,5,229,8
2025-08-17 06:00:00,0.0,94,7.7,27.1,6.829413615302435,6,229,8
2025-08-17 07:00:00,42.0,92,8.1,27.5,8.807783664294082,7,229,8
2025-08-17 08:00:00,183.0,98,8.9,28.6,14.836438459284123,8,229,8
2025-08-17 09:00:00,380.0,100,8.7,29.9,11.964126879276733,9,229,8
2025-08-17 10:00:00,549.0,100,6.5,31.2,3.0871541967526386,10,229,8
2025-08-17 11:00:00,626.0,96,3.7,32.2,0.02759055294334122,11,229,8
2025-08-17 12:00:00,817.0,71,5.8,33.4,1.64858266195365,12,229,8
2025-08-17 13:00:00,871.0,35,6.3,34.0,2.6457165652307584,13,229,8
2025-08-17 14:00:00,816.0,49,5.5,34.7,0.9945874169613331,14,229,8
2025-08-17 15:00:00,682.0,100,6.2,34.3,2.5666056381705022,15,229,8
2025-08-17 16:00:00,154.0,93,10.3,28.1,28.92653685770941,16,229,8
2025-08-17 17:00:00,285.0,100,9.5,30.9,17.09275729732853,17,229,8
2025-08-17 18:00:00,141.0,100,12.1,32.0,50.0,18,229,8
2025-08-17 19:00:00,20.0,99,7.8,30.6,7.60206117153969,19,229,8
2025-08-17 20:00:00,0.0,100,7.9,30.0,7.93507668729989,20,229,8
2025-08-17 21:00:00,0.0,100,11.0,29.0,32.35846713050513,21,229,8
2025-08-17 22:00:00,0.0,100,6.0,28.7,1.8247776368849518,22,229,8
2025-08-17 23:00:00,0.0,100,2.5,28.3,0.0,23,229,8
2025-08-18 00:00:00,0.0,99,5.7,27.9,1.3213476361623981,0,230,8
2025-08-18 01:00:00,0.0,100,3.7,27.6,0.024157800781443417,1,230,8
2025-08-18 02:00:00,0.0,100,3.9,27.4,0.05428905322067332,2,230,8
2025-08-18 03:00:00,0.0,99,8.3,27.2,11.557601519654312,3,230,8
2025-08-18 04:00:00,0.0,100,2.5,27.0,0.0,4,230,8
2025-08-18 05:00:00,0.0,100,6.7,27.1,3.5313534699351807,5,230,8
2025-08-18 06:00:00,0.0,96,0.4,27.4,0.0,6,230,8
2025-08-18 07:00:00,41.0,99,2.1,27.7,0.0,7,230,8
2025-08-18 08:00:00,180.0,99,4.8,29.0,0.36933885732632066,8,230,8
2025-08-18 09:00:00,345.0,92,6.3,30.1,2.298438782970672,9,230,8
2025-08-18 10:00:00,557.0,69,6.6,31.5,3.180063050395251,10,230,8
2025-08-18 11:00:00,705.0,27,7.4,32.7,5.239593277785753,11,230,8
2025-08-18 12:00:00,809.0,45,9.7,33.8,21.374033716722685,12,230,8
2025-08-18 13:00:00,823.0,86,11.7,34.1,40.63736015108544,13,230,8
2025-08-18 14:00:00,695.0,94,13.6,33.6,47.7053891099901,14,230,8
2025-08-18 15:00:00,365.0,37,1.6,31.4,0.0,15,230,8
2025-08-18 16:00:00,431.0,75,6.4,30.8,2.602471170255429,16,230,8
2025-08-18 17:00:00,311.0,98,8.6,29.8,12.548371572427056,17,230,8
2025-08-18 18:00:00,148.0,92,5.5,31.5,1.1894658692477458,18,230,8
2025-08-18 19:00:00,27.0,71,3.2,30.6,0.0005833986039494383,19,230,8
2025-08-18 20:00:00,0.0,98,3.4,30.1,0.004642405724575134,20,230,8
2025-08-18 21:00:00,0.0,100,6.5,29.3,2.7954311475194933,21,230,8
2025-08-18 22:00:00,0.0,100,11.5,28.7,39.90338337883368,22,230,8
2025-08-18 23:00:00,0.0,95,13.5,28.1,50.0,23,230,8
2025-08-19 00:00:00,0.0,93,15.1,27.6,46.598113825567424,0,231,8
2025-08-19 01:00:00,0.0,100,10.9,26.2,30.191280126085964,1,231,8
2025-08-19 02:00:00,0.0,100,13.0,25.6,50.0,2,231,8
2025-08-19 03:00:00,0.0,100,7.8,25.8,7.408617037843498,3,231,8
2025-08-19 04:00:00,0.0,100,7.9,25.9,6.624838893459284,4,231,8
2025-08-19 05:00:00,0.0,98,11.0,25.8,35.82955328640204,5,231,8
2025-08-19 06:00:00,0.0,91,11.3,28.1,34.018358472408636,6,231,8
2025-08-19 07:00:00,36.0,100,9.3,28.4,17.484442196357673,7,231,8
2025-08-19 08:00:00,47.0,100,6.6,28.1,2.8919045294793686,8,231,8
2025-08-19 09:00:00,114.0,100,5.1,28.3,0.6049131629308911,9,231,8
2025-08-19 10:00:00,321.0,42,6.4,29.7,2.7376484054407118,10,231,8
2025-08-19 11:00:00,735.0,21,8.5,32.0,11.96222592657229,11,231,8
2025-08-19 12:00:00,796.0,21,9.2,33.3,15.794978909404614,12,231,8
2025-08-19 13:00:00,829.0,25,7.5,34.2,6.325739374640457,13,231,8
2025-08-19 14:00:00,809.0,36,6.8,34.3,3.4872520984813082,14,231,8
2025-08-19 15:00:00,689.0,98,2.9,34.1,0.0,15,231,8
2025-08-19 16:00:00,302.0,98,16.3,29.3,45.55122450754525,16,231,8
2025-08-19 17:00:00,124.0,100,7.5,27.7,6.074494022046871,17,231,8
2025-08-19 18:00:00,19.0,100,13.5,27.1,47.56862512080501,18,231,8
2025-08-19 19:00:00,5.0,100,7.9,27.1,7.900143449087316,19,231,8
2025-08-19 20:00:00,0.0,100,4.8,27.3,0.3028911652632691,20,231,8
2025-08-19 21:00:00,0.0,100,4.4,27.4,0.1941286436012703,21,231,8
2025-08-19 22:00:00,0.0,100,8.5,27.2,10.777043991836871,22,231,8
2025-08-19 23:00:00,0.0,100,4.5,27.1,0.24316199730156413,23,231,8
2025-08-20 00:00:00,0.0,100,6.7,27.1,3.251573352097069,0,232,8
2025-08-20 01:00:00,0.0,100,2.0,27.0,0.0,1,232,8
2025-08-20 02:00:00,0.0,100,3.6,27.0,0.014575523859199718,2,232,8
2025-08-20 03:00:00,0.0,100,1.3,27.2,0.0,3,232,8
2025-08-20 04:00:00,0.0,86,3.6,26.8,0.014591270292025133,4,232,8
2025-08-20 05:00:00,0.0,23,2.5,26.5,0.0,5,232,8
2025-08-20 06:00:00,0.0,90,8.5,27.3,12.570558707528747,6,232,8
2025-08-20 07:00:00,40.0,86,7.5,27.9,6.308496400750523,7,232,8
2025-08-20 08:00:00,163.0,100,4.4,27.7,0.17896774015335137,8,232,8
2025-08-20 09:00:00,240.0,72,6.6,28.7,3.2231746549820435,9,232,8
2025-08-20 10:00:00,527.0,97,12.0,31.2,50.0,10,232,8
2025-08-20 11:00:00,644.0,93,12.2,31.5,45.821294851062696,11,232,8
